GEMS Station Number,Local Station Number,Country Name,Water Type,Station Identifier,Station Narrative,Water Body Name,Main Basin,Upstream Basin Area,Elevation,Monitoring Type,Date Station Opened,Responsible Collection Agency,Latitude,Longitude,River Width,Discharge,Max. Depth,Lake Area,Lake Volume,Average Retention,Area of Aquifer,Depth of Impermeable Lining,Production Zone,Mean Abstraction Rate,Mean Abstraction Level
MEX01159,DLHID1469,Mexico,River station,TLACOTEPEC,,,PANUCO,,1280,TREND,,Comisi�n Nacional del Agua,20.65080556,-98.82925,,,,,,,,,,,
MEX01160,DLHID1470,Mexico,River station,RIO CHINAMECA,,,PANUCO,,1086,TREND,,Comisi�n Nacional del Agua,20.75222222,-98.64994444,,,,,,,,,,,
MEX01161,DLHID1471,Mexico,Lake station,ZUPITLAN LAGOON 1,,,PANUCO,,2125,TREND,,Comisi�n Nacional del Agua,20.15273,-98.39645,,,,,,,,,,,
MEX01162,DLHID1472,Mexico,Lake station,LAGOON OF ZUPITLAN 2,,,PANUCO,,2126,TREND,,Comisi�n Nacional del Agua,20.14794,-98.39377,,,,,,,,,,,
MEX01163,DLHID1473,Mexico,Lake station,HUEYAPAN LAGOON SPRING,,,PANUCO,,2263,TREND,,Comisi�n Nacional del Agua,20.028077,-98.282207,,,,,,,,,,,
MEX01164,DLHID1474,Mexico,River station,RIO SAN LORENZO 3,,,PANUCO,,2264,TREND,,Comisi�n Nacional del Agua,20.02255,-98.30894,,,,,,,,,,,
MEX01165,DLHID1475,Mexico,Groundwater station,MANANTIAL LOS CANGREJOS / VENTOQUIPA,,,PANUCO,,2212,TREND,,Comisi�n Nacional del Agua,20.03506,-98.33827,,,,,,,,,,,
MEX01166,DLHID1476,Mexico,Groundwater station,SANTIAGO TEXTILE WELL,,,PANUCO,,2200,TREND,,Comisi�n Nacional del Agua,20.04073,-98.3479,,,,,,,,,,,
MEX01167,DLHID1477,Mexico,Groundwater station,UNIVERSITY WELL,,,PANUCO,,2162,TREND,,Comisi�n Nacional del Agua,20.06056,-98.38132,,,,,,,,,,,
MEX01168,DLHID1478,Mexico,River station,COLONIA MAY 28 TULANCINGO,,,PANUCO,,2130,TREND,,Comisi�n Nacional del Agua,20.17434,-98.37687,,,,,,,,,,,
MEX01169,DLHID1479,Mexico,Reservoir station,OMILTEMETL 1 DAM,,,,,2125,TREND,,Comisi�n Nacional del Agua,20.15736,-98.1358,,,,,,,,,,,
MEX01170,DLHID1480,Mexico,Lake station,LAGOON OF TEJOCOTAL 1,,,,,2134,TREND,,Comisi�n Nacional del Agua,20.1352,-98.12936,,,,,,,,,,,
MEX01171,DLHID1481,Mexico,Lake station,TEJOCOTAL LAGOON 2,,,,,2134,TREND,,Comisi�n Nacional del Agua,20.12749,-98.14241,,,,,,,,,,,
MEX01172,DLHID1482,Mexico,Reservoir station,OMILTEMETL 2 DAM,,,,,2118,TREND,,Comisi�n Nacional del Agua,20.17025,-98.1394,,,,,,,,,,,
MEX01173,DLHID1483,Mexico,Lake station,THE ISLETA LAGUNA DE TECOCOMULCO,,,PANUCO,,2534,TREND,,Comisi�n Nacional del Agua,19.86751,-98.36839,,,,,,,,,,,
MEX01174,DLHID1484,Mexico,Lake station,THALIMEDES LAGUNA TECOCOMULCO,,,PANUCO,,2535,TREND,,Comisi�n Nacional del Agua,19.86899,-98.39119,,,,,,,,,,,
MEX01175,DLHID1485,Mexico,Lake station,TULTENGO LAGUNA DE TECOCOMULCO,,,PANUCO,,2530,TREND,,Comisi�n Nacional del Agua,19.84471,-98.39931,,,,,,,,,,,
MEX01176,DLHID1486,Mexico,Groundwater station,SANTA CRUZ WELL,,,PANUCO,,2542,TREND,,Comisi�n Nacional del Agua,19.80665,-98.3883,,,,,,,,,,,
MEX01177,DLHID1488,Mexico,Groundwater station,MANANTIAL EL GEISER,,,PANUCO,,1648,TREND,,Comisi�n Nacional del Agua,20.5781,-99.69317,,,,,,,,,,,
MEX01178,DLHID1489,Mexico,River station,MANGUANI,,,PANUCO,,1621,TREND,,Comisi�n Nacional del Agua,20.60205,-99.65391,,,,,,,,,,,
MEX01179,DLHID1490,Mexico,Reservoir station,LA ESTANZUELA 1 DAM,,,PANUCO,,2748,TREND,,Comisi�n Nacional del Agua,20.16492,-98.75667,,,,,,,,,,,
MEX01180,DLHID1491,Mexico,River station,RH26-3 PANUCO,,,PANUCO,,1656,TREND,,Comisi�n Nacional del Agua,20.581182,-99.69259,,,,,,,,,,,
MEX01181,DLHID1492,Mexico,Reservoir station,ZIMAPAN 3 DAM,,,PANUCO,,1596,TREND,,Comisi�n Nacional del Agua,20.661894,-99.501202,,,,,,,,,,,
MEX01182,DLHID1493,Mexico,Reservoir station,ZIMAPAN 4 DAM,,,PANUCO,,1583,TREND,,Comisi�n Nacional del Agua,20.63485,-99.47875,,,,,,,,,,,
MEX01183,DLHID1494,Mexico,River station,RH26-7 PANUCO,,,PANUCO,,1597,TREND,,Comisi�n Nacional del Agua,20.58547222,-99.368,,,,,,,,,,,
MEX01184,DLHID1495,Mexico,River station,RIO TULA (BRIDGE OF IRON),,,PANUCO,,1615,TREND,,Comisi�n Nacional del Agua,20.5754,-99.34621,,,,,,,,,,,
MEX01185,DLHID1496,Mexico,Groundwater station,CALTIMACAN WELL,,,PANUCO,,1712,TREND,,Comisi�n Nacional del Agua,20.529806,-99.371536,,,,,,,,,,,
MEX01186,DLHID1497,Mexico,River station,VICENTE AGUIRRE DAMAGE TAKING WORK (PVA),,,PANUCO,,1870,TREND,,Comisi�n Nacional del Agua,20.43658,-99.37778,,,,,,,,,,,
MEX01187,DLHID1498,Mexico,Groundwater station,WELL ZOZEA,,,PANUCO,,1884,TREND,,Comisi�n Nacional del Agua,20.44165,-99.36004,,,,,,,,,,,
MEX01188,DLHID1499,Mexico,River station,CANAL DEL CENTRO AA EL YATHE DAM,,,PANUCO,,1989,TREND,,Comisi�n Nacional del Agua,20.36895,-99.36689,,,,,,,,,,,
MEX01189,DLHID1500,Mexico,River station,RED GOMEZ PREY TAKING WORK (PRG),,,PANUCO,,1959,TREND,,Comisi�n Nacional del Agua,20.3742,-99.32684,,,,,,,,,,,
MEX01190,DLHID1501,Mexico,Groundwater station,WELL LA ESTANCIA 2,,,PANUCO,,1897,TREND,,Comisi�n Nacional del Agua,20.38902,-99.20256,,,,,,,,,,,
MEX01191,DLHID1502,Mexico,River station,BRIDGE OF THE CD. FROM IXMIQUILPAN (RT-4),,,PANUCO,,1700,TREND,,Comisi�n Nacional del Agua,20.48079,-99.22118,,,,,,,,,,,
MEX01192,DLHID1503,Mexico,Groundwater station,ORIZABITA WELL,,,PANUCO,,2019,TREND,,Comisi�n Nacional del Agua,20.60693,-99.2082,,,,,,,,,,,
MEX01193,DLHID1504,Mexico,Groundwater station,CAPULA WELL,,,PANUCO,,1772,TREND,,Comisi�n Nacional del Agua,20.50695,-99.12295,,,,,,,,,,,
MEX01194,DLHID1505,Mexico,Groundwater station,MOHAI WELL,,,PANUCO,,1898,TREND,,Comisi�n Nacional del Agua,20.58922,-99.12514,,,,,,,,,,,
MEX01195,DLHID1506,Mexico,Groundwater station,MANANTIAL TOLANTONGO,,,PANUCO,,1463,TREND,,Comisi�n Nacional del Agua,20.64791,-99.00614,,,,,,,,,,,
MEX01196,DLHID1507,Mexico,Groundwater station,SAN PABLO TETLAPAYAC,,,PANUCO,,1065,TREND,,Comisi�n Nacional del Agua,20.62865,-98.91058,,,,,,,,,,,
MEX01197,DLHID1508,Mexico,Lake station,LAGOON OF METZTITLAN 2,,,PANUCO,,1255,TREND,,Comisi�n Nacional del Agua,20.68757,-98.87022,,,,,,,,,,,
MEX01198,DLHID1509,Mexico,Lake station,LAGOON OF METZTITLAN 1,,,PANUCO,,1254,TREND,,Comisi�n Nacional del Agua,20.68176,-98.86408,,,,,,,,,,,
MEX01199,DLHID1510,Mexico,Groundwater station,ZIMAPAN WELL 1,,,PANUCO,,1803,TREND,,Comisi�n Nacional del Agua,20.74246,-99.37726,,,,,,,,,,,
MEX01200,DLHID1511,Mexico,Groundwater station,ZIMAPAN WELL 2,,,PANUCO,,1788,TREND,,Comisi�n Nacional del Agua,20.74084,-99.37852,,,,,,,,,,,
MEX01201,DLHID1512,Mexico,Groundwater station,VENUSTIANO CARRANZA WELL,,,PANUCO,,1925,TREND,,Comisi�n Nacional del Agua,20.75721,-99.32785,,,,,,,,,,,
MEX01202,DLHID1513,Mexico,River station,ATTACHMENT 1,,,PANUCO,,981,TREND,,Comisi�n Nacional del Agua,20.86451,-99.44553,,,,,,,,,,,
MEX01203,DLHID1514,Mexico,Groundwater station,MARAVILLAS WELL,,,PANUCO,,2389,TREND,,Comisi�n Nacional del Agua,20.20148,-99.59644,,,,,,,,,,,
MEX01204,DLHID1515,Mexico,Groundwater station,SAN BARTOLO OZOCALPAN WELL,,,PANUCO,,2228,TREND,,Comisi�n Nacional del Agua,20.215,-99.49225,,,,,,,,,,,
MEX01205,DLHID1516,Mexico,Groundwater station,EL TAGUI WELL 2,,,PANUCO,,2032,TREND,,Comisi�n Nacional del Agua,20.42621,-99.62092,,,,,,,,,,,
MEX01206,DLHID1517,Mexico,River station,RIO LOS HULES,,,PANUCO,,70,TREND,,Comisi�n Nacional del Agua,21.19398,-98.28739,,,,,,,,,,,
MEX01207,DLHID1517M1,Mexico,Lake station,BLUE LAKE SAN MIGUEL REGLA,,,PANUCO,,2061,TREND,,Comisi�n Nacional del Agua,20.221433,-98.559989,,,,,,,,,,,
MEX01208,DLHID1518,Mexico,River station,SAN SIMON,,,PANUCO,,387,TREND,,Comisi�n Nacional del Agua,21.01235,-98.80922,,,,,,,,,,,
MEX01209,DLHID1519,Mexico,River station,TEHUETLAN,,,PANUCO,,369,TREND,,Comisi�n Nacional del Agua,21.05163,-98.52737,,,,,,,,,,,
MEX01210,DLHID1520,Mexico,River station,ATLAPEXCO,,,PANUCO,,141,TREND,,Comisi�n Nacional del Agua,21.01557,-98.33913,,,,,,,,,,,
MEX01211,DLHID5397,Mexico,Groundwater station,CARDONAL,,,PANUCO,,1705,TREND,,Comisi�n Nacional del Agua,20.51920556,-99.2325,,,,,,,,,,,
MEX01212,DLHID5398,Mexico,Groundwater station,SAN JOSE PIEDRA GORDA,,,PANUCO,,2218,TREND,,Comisi�n Nacional del Agua,19.80883333,-99.36025,,,,,,,,,,,
MEX01213,DLHID5399,Mexico,Groundwater station,SAN JOSE BOJAY,,,PANUCO,,2123,TREND,,Comisi�n Nacional del Agua,20.04944444,-99.20888889,,,,,,,,,,,
MEX01214,DLMIC1341,Mexico,River station,"CUTZAMALA AGUAS ABAJO DE ALTAMIRANO, MIC.",,,BALSAS,,240,TREND,,Comisi�n Nacional del Agua,18.38716,-100.68033,,,,,,,,,,,
MEX01215,DLMIC1521,Mexico,River station,TERMOELECTRICA P. ELIAS CALLES DISCHARGE TO THE RAFT,,,BALSAS,,7,TREND,,Comisi�n Nacional del Agua,17.96756,-102.13606,,,,,,,,,,,
MEX01216,DLMIC1528,Mexico,River station,"ARCELORMITTAL LAS TRUCHAS, S.A. DE C.V. ((A) UPWATER)",,,BALSAS,,8,TREND,,Comisi�n Nacional del Agua,17.954157,-102.188308,,,,,,,,,,,
MEX01217,DLMIC1530,Mexico,River station,RIO BALSAS BRIDGE IGNACIO CHAVEZ,,,BALSAS,,7,TREND,,Comisi�n Nacional del Agua,17.992006,-102.175645,,,,,,,,,,,
MEX01218,DLMIC1533M1,Mexico,River station,AGUAS ARRIBA TOMA WORK,,,BALSAS,,9,TREND,,Comisi�n Nacional del Agua,17.97086,-102.19849,,,,,,,,,,,
MEX01219,DLMIC1534,Mexico,River station,"ARCELORMITTAL LAZARO CARDENAS, S.A. DE C.V. II",,,BALSAS,,4,TREND,,Comisi�n Nacional del Agua,17.941291,-102.187413,,,,,,,,,,,
MEX01220,DLMIC1534M1,Mexico,River station,WATERS BELOW ESTERO CAROLINO,,,BALSAS,,4,TREND,,Comisi�n Nacional del Agua,17.92469,-102.20702,,,,,,,,,,,
MEX01221,DLMIC1536W1,Mexico,River station,"ARCELORMITTAL LAZARO CARDENAS, S.A. DE C.V. III",,,,,56,TREND,,Comisi�n Nacional del Agua,18.049149,-102.344947,,,,,,,,,,,
MEX01222,DLMIC1537,Mexico,River station,RIO ACALPICAN,,,,,17,TREND,,Comisi�n Nacional del Agua,18.023836,-102.352633,,,,,,,,,,,
MEX01223,DLMIC1538,Mexico,River station,SERMMOSA WATERS UP,,,,,54,TREND,,Comisi�n Nacional del Agua,18.049724,-102.346704,,,,,,,,,,,
MEX01224,DLMIC1539,Mexico,Groundwater station,THE MANGLITO,,,BALSAS,,5,TREND,,Comisi�n Nacional del Agua,17.93574,-102.22062,,,,,,,,,,,
MEX01225,DLMIC1540W1,Mexico,Lake station,LAGOON COSTERA EL CAIMAN 1,,,BALSAS,,11,TREND,,Comisi�n Nacional del Agua,17.95413,-102.2376,,,,,,,,,,,
MEX01226,DLMIC1541M1,Mexico,Lake station,LAGOON COSTERA EL CAIMAN 2,,,BALSAS,,5,TREND,,Comisi�n Nacional del Agua,17.94775,-102.2226,,,,,,,,,,,
MEX01227,DLMIC1547,Mexico,Groundwater station,CAPALAC WELL 2,,,BALSAS,,14,TREND,,Comisi�n Nacional del Agua,17.97512,-102.20789,,,,,,,,,,,
MEX01228,DLMIC1548,Mexico,River station,RIO BALSAS CORRIENTE LEFT BRIDGE,,,BALSAS,,9,TREND,,Comisi�n Nacional del Agua,17.97331,-102.19769,,,,,,,,,,,
MEX01229,DLMIC1549,Mexico,River station,RIO BALSAS 5,,,BALSAS,,9,TREND,,Comisi�n Nacional del Agua,18.008483,-102.208284,,,,,,,,,,,
MEX01230,DLMIC1550,Mexico,Groundwater station,CAPALAC,,,BALSAS,,10,TREND,,Comisi�n Nacional del Agua,18.00501,-102.20702,,,,,,,,,,,
MEX01231,DLMIC1551,Mexico,Groundwater station,CAPALAC WELL 1,,,BALSAS,,10,TREND,,Comisi�n Nacional del Agua,18.00785,-102.20759,,,,,,,,,,,
MEX01232,DLMIC1552,Mexico,River station,RIO BALSAS 7,,,BALSAS,,10,TREND,,Comisi�n Nacional del Agua,18.0158,-102.20451,,,,,,,,,,,
MEX01233,DLMIC1553,Mexico,Lake station,RIO BALSAS PUENTE VIEJO,,,BALSAS,,15,TREND,,Comisi�n Nacional del Agua,18.02432,-102.19073,,,,,,,,,,,
MEX01234,DLMIC1554,Mexico,River station,RIO BALSAS 8,,,BALSAS,,19,TREND,,Comisi�n Nacional del Agua,18.02992,-102.18533,,,,,,,,,,,
MEX01235,DLMIC1555,Mexico,Reservoir station,LA VILLITA DAM 2,,,BALSAS,,45,TREND,,Comisi�n Nacional del Agua,18.04874,-102.18127,,,,,,,,,,,
MEX01236,DLMIC1556,Mexico,River station,RIO BALSAS 9,,,BALSAS,,45,TREND,,Comisi�n Nacional del Agua,18.04934,-102.18295,,,,,,,,,,,
MEX01237,DLMIC1556M1,Mexico,Reservoir station,LA VILLITA DAM 6,,,BALSAS,,64,TREND,,Comisi�n Nacional del Agua,18.057572,-102.190291,,,,,,,,,,,
MEX01238,DLMIC1559W1,Mexico,River station,LA VILLITA 5 DAM,,,BALSAS,,55,TREND,,Comisi�n Nacional del Agua,18.06711,-102.18208,,,,,,,,,,,
MEX01239,DLMIC1560,Mexico,Reservoir station,LA VILLITA 1 DAM,,,BALSAS,,94,TREND,,Comisi�n Nacional del Agua,18.11645,-102.18375,,,,,,,,,,,
MEX01240,DLMIC1560M1,Mexico,Reservoir station,LA VILLITA CENTRO DAM,,,BALSAS,,55,TREND,,Comisi�n Nacional del Agua,18.054795,-102.181531,,,,,,,,,,,
MEX01241,DLMIC1561,Mexico,River station,RIVER BALSAS 11,,,BALSAS,,55,TREND,,Comisi�n Nacional del Agua,18.11738,-102.17762,,,,,,,,,,,
MEX01242,DLMIC1562W1,Mexico,Reservoir station,RIO BALSAS 12 BIS,,,BALSAS,,58,TREND,,Comisi�n Nacional del Agua,18.13686,-102.17062,,,,,,,,,,,
MEX01243,DLMIC1563,Mexico,River station,RIO BALSAS 12,,,BALSAS,,63,TREND,,Comisi�n Nacional del Agua,18.14748,-102.16287,,,,,,,,,,,
MEX01244,DLMIC1564,Mexico,River station,RIO BALSAS 13,,,BALSAS,,81,TREND,,Comisi�n Nacional del Agua,18.1672,-102.15872,,,,,,,,,,,
MEX01245,DLMIC1565,Mexico,Reservoir station,LA VILLITA 5 DAM,,,BALSAS,,72,TREND,,Comisi�n Nacional del Agua,18.1672,-102.15715,,,,,,,,,,,
MEX01246,DLMIC1566,Mexico,River station,RIO BALSAS 14,,,BALSAS,,58,TREND,,Comisi�n Nacional del Agua,18.18982,-102.1316,,,,,,,,,,,
MEX01247,DLMIC1567,Mexico,River station,RIO BALSAS 15,,,BALSAS,,71,TREND,,Comisi�n Nacional del Agua,18.19431,-102.07014,,,,,,,,,,,
MEX01248,DLMIC1568,Mexico,River station,RIO BALSAS 16,,,BALSAS,,58,TREND,,Comisi�n Nacional del Agua,18.20429,-102.0088,,,,,,,,,,,
MEX01249,DLMIC1569,Mexico,River station,RIO BALSAS 17,,,BALSAS,,73,TREND,,Comisi�n Nacional del Agua,18.22991,-101.95994,,,,,,,,,,,
MEX01250,DLMIC1570,Mexico,River station,RIO BALSAS 18,,,BALSAS,,94,TREND,,Comisi�n Nacional del Agua,18.24628,-101.90675,,,,,,,,,,,
MEX01251,DLMIC1571,Mexico,River station,RIO BALSAS 19,,,BALSAS,,90,TREND,,Comisi�n Nacional del Agua,18.26283,-101.90667,,,,,,,,,,,
MEX01252,DLMIC1572,Mexico,Reservoir station,INFIERNILLO DAM 2,,,BALSAS,,70,TREND,,Comisi�n Nacional del Agua,18.268186,-101.903163,,,,,,,,,,,
MEX01253,DLMIC1573,Mexico,River station,RIO BALSAS 21,,,BALSAS,,70,TREND,,Comisi�n Nacional del Agua,18.2692,-101.90208,,,,,,,,,,,
MEX01254,DLMIC1574,Mexico,River station,RIO BALSAS 22,,,BALSAS,,90,TREND,,Comisi�n Nacional del Agua,18.27455,-101.899161,,,,,,,,,,,
MEX01255,DLMIC1575,Mexico,Reservoir station,INFIERNILLO DAM 3,,,BALSAS,,230,TREND,,Comisi�n Nacional del Agua,18.26888,-101.89285,,,,,,,,,,,
MEX01256,DLMIC1576,Mexico,River station,RIO BALSAS 20,,,BALSAS,,166,TREND,,Comisi�n Nacional del Agua,18.26849,-101.8895,,,,,,,,,,,
MEX01257,DLMIC1577,Mexico,Reservoir station,INFIERNILLO DAM 7,,,BALSAS,,165,TREND,,Comisi�n Nacional del Agua,18.25658,-101.85149,,,,,,,,,,,
MEX01258,DLMIC1580,Mexico,Reservoir station,INFIERNILLO DAM 1,,,BALSAS,,160,TREND,,Comisi�n Nacional del Agua,18.419752,-101.891104,,,,,,,,,,,
MEX01259,DLMIC1581,Mexico,Reservoir station,INFIERNILLO DAM 4,,,BALSAS,,160,TREND,,Comisi�n Nacional del Agua,18.433722,-101.911028,,,,,,,,,,,
MEX01260,DLMIC1582,Mexico,River station,RIO BALSAS 6,,,BALSAS,,8,TREND,,Comisi�n Nacional del Agua,18.00375,-102.18008,,,,,,,,,,,
MEX01261,DLMIC1583,Mexico,River station,RIO BALSAS 4,,,BALSAS,,5,TREND,,Comisi�n Nacional del Agua,17.98179,-102.15885,,,,,,,,,,,
MEX01262,DLMIC1584,Mexico,River station,RIO BALSAS 2,,,BALSAS,,0,TREND,,Comisi�n Nacional del Agua,17.9495,-102.16969,,,,,,,,,,,
MEX01263,DLMIC1585,Mexico,River station,RIO BALSAS CORRIENTE LEFT - ALBATROS,,,BALSAS,,4,TREND,,Comisi�n Nacional del Agua,17.93875,-102.18521,,,,,,,,,,,
MEX01264,DLMIC1586,Mexico,River station,THE CLAMPS,,,BALSAS,,217,TREND,,Comisi�n Nacional del Agua,18.53969,-101.10319,,,,,,,,,,,
MEX01265,DLMIC1586M1,Mexico,River station,THE CLAMPS,,,BALSAS,,198,TREND,,Comisi�n Nacional del Agua,18.522376,-101.110987,,,,,,,,,,,
MEX01266,DLMIC1587,Mexico,River station,RH12-5 LERMA,,,SANTIAGO-LERMA-CHAPALA,,1526,TREND,,Comisi�n Nacional del Agua,20.23012,-102.66898,,,,,,,,,,,
MEX01267,DLMIC1588,Mexico,River station,RIO LERMA 42,,,SANTIAGO-LERMA-CHAPALA,,1527,TREND,,Comisi�n Nacional del Agua,20.23139,-102.62581,,,,,,,,,,,
MEX01268,DLMIC1589,Mexico,River station,RIO DUERO 1,,,SANTIAGO-LERMA-CHAPALA,,1528,TREND,,Comisi�n Nacional del Agua,20.23314,-102.62428,,,,,,,,,,,
MEX01269,DLMIC1590,Mexico,River station,RIO LERMA 18,,,SANTIAGO-LERMA-CHAPALA,,1528,TREND,,Comisi�n Nacional del Agua,20.23788,-102.61965,,,,,,,,,,,
MEX01270,DLMIC1591,Mexico,River station,RIO DUERO 3,,,SANTIAGO-LERMA-CHAPALA,,1527,TREND,,Comisi�n Nacional del Agua,20.25746,-102.56771,,,,,,,,,,,
MEX01271,DLMIC1592,Mexico,River station,RIO DUERO 2,,,SANTIAGO-LERMA-CHAPALA,,1528,TREND,,Comisi�n Nacional del Agua,20.24359,-102.53263,,,,,,,,,,,
MEX01272,DLMIC1593,Mexico,Groundwater station,BRISE�AS YURECUARO 2,,,SANTIAGO-LERMA-CHAPALA,,1541,TREND,,Comisi�n Nacional del Agua,20.26303,-102.47734,,,,,,,,,,,
MEX01273,DLMIC1594,Mexico,River station,RIO LERMA 50,,,SANTIAGO-LERMA-CHAPALA,,1537,TREND,,Comisi�n Nacional del Agua,20.32851,-102.45735,,,,,,,,,,,
MEX01274,DLMIC1595,Mexico,River station,RIO LERMA 56,,,SANTIAGO-LERMA-CHAPALA,,1534,TREND,,Comisi�n Nacional del Agua,20.33493,-102.34962,,,,,,,,,,,
MEX01275,DLMIC1596,Mexico,River station,RIO LERMA 57,,,SANTIAGO-LERMA-CHAPALA,,1535,TREND,,Comisi�n Nacional del Agua,20.335,-102.34568,,,,,,,,,,,
MEX01276,DLMIC1597,Mexico,River station,RIO LERMA 25,,,SANTIAGO-LERMA-CHAPALA,,1536,TREND,,Comisi�n Nacional del Agua,20.35313,-102.29311,,,,,,,,,,,
MEX01277,DLMIC1598,Mexico,River station,YURECUARO,,,SANTIAGO-LERMA-CHAPALA,,1541,TREND,,Comisi�n Nacional del Agua,20.34488,-102.28093,,,,,,,,,,,
MEX01278,DLMIC1599,Mexico,Groundwater station,BRISE�AS YURECUARO 1,,,SANTIAGO-LERMA-CHAPALA,,1542,TREND,,Comisi�n Nacional del Agua,20.28011,-102.33197,,,,,,,,,,,
MEX01279,DLMIC1600,Mexico,River station,RIO DUERO BRIDGE ARIO DE RAYON,,,SANTIAGO-LERMA-CHAPALA,,1565,TREND,,Comisi�n Nacional del Agua,20.02542,-102.34377,,,,,,,,,,,
MEX01280,DLMIC1601,Mexico,River station,THE ESTANZUELA,,,SANTIAGO-LERMA-CHAPALA,,1560,TREND,,Comisi�n Nacional del Agua,20.11953,-102.37227,,,,,,,,,,,
MEX01281,DLMIC1602,Mexico,Groundwater station,SAPAZ 2,,,SANTIAGO-LERMA-CHAPALA,,1565,TREND,,Comisi�n Nacional del Agua,20.01593,-102.34859,,,,,,,,,,,
MEX01282,DLMIC1603,Mexico,Groundwater station,SAPAZ 1,,,SANTIAGO-LERMA-CHAPALA,,1570,TREND,,Comisi�n Nacional del Agua,19.9832,-102.27883,,,,,,,,,,,
MEX01283,DLMIC1604,Mexico,Groundwater station,MELENDEZ FAMILY,,,SANTIAGO-LERMA-CHAPALA,,1713,TREND,,Comisi�n Nacional del Agua,19.86901,-102.17023,,,,,,,,,,,
MEX01284,DLMIC1605,Mexico,Groundwater station,CHURINTZIO,,,SANTIAGO-LERMA-CHAPALA,,1858,TREND,,Comisi�n Nacional del Agua,20.1577,-102.06427,,,,,,,,,,,
MEX01285,DLMIC1606,Mexico,River station,RIO LERMA 40,,,SANTIAGO-LERMA-CHAPALA,,1679,TREND,,Comisi�n Nacional del Agua,20.21702,-101.92993,,,,,,,,,,,
MEX01286,DLMIC1607,Mexico,River station,RIO LERMA 58,,,SANTIAGO-LERMA-CHAPALA,,1674,TREND,,Comisi�n Nacional del Agua,20.358361,-101.966775,,,,,,,,,,,
MEX01287,DLMIC1608,Mexico,River station,RIO LERMA 59,,,SANTIAGO-LERMA-CHAPALA,,1674,TREND,,Comisi�n Nacional del Agua,20.35996,-101.96893,,,,,,,,,,,
MEX01288,DLMIC1609,Mexico,River station,WATER ABOVE PIETY,,,SANTIAGO-LERMA-CHAPALA,,1675,TREND,,Comisi�n Nacional del Agua,20.35879,-101.98269,,,,,,,,,,,
MEX01289,DLMIC1610,Mexico,River station,RIO LERMA 23,,,SANTIAGO-LERMA-CHAPALA,,1676,TREND,,Comisi�n Nacional del Agua,20.32779,-102.01376,,,,,,,,,,,
MEX01290,DLMIC1611,Mexico,River station,LERMA RIVER 51,,,SANTIAGO-LERMA-CHAPALA,,1676,TREND,,Comisi�n Nacional del Agua,20.32887,-102.01559,,,,,,,,,,,
MEX01291,DLMIC1612,Mexico,Groundwater station,THE MELGOZA,,,SANTIAGO-LERMA-CHAPALA,,1737,TREND,,Comisi�n Nacional del Agua,20.29856,-102.01493,,,,,,,,,,,
MEX01292,DLMIC1613,Mexico,Groundwater station,LAURELES (WELL CD. DEL SOL II),,,SANTIAGO-LERMA-CHAPALA,,1723,TREND,,Comisi�n Nacional del Agua,20.37462,-102.03397,,,,,,,,,,,
MEX01293,DLMIC1614,Mexico,River station,WATER BELOW THE PIEDAD (COLLECTION HOUSE),,,SANTIAGO-LERMA-CHAPALA,,1676,TREND,,Comisi�n Nacional del Agua,20.35283,-102.02359,,,,,,,,,,,
MEX01294,DLMIC1615,Mexico,River station,WATERS BELOW PIEDAD,,,SANTIAGO-LERMA-CHAPALA,,1675,TREND,,Comisi�n Nacional del Agua,20.3807,-102.0247,,,,,,,,,,,
MEX01295,DLMIC1616,Mexico,River station,RIO LERMA 63,,,SANTIAGO-LERMA-CHAPALA,,1652,TREND,,Comisi�n Nacional del Agua,20.3836,-102.09171,,,,,,,,,,,
MEX01296,DLMIC1617,Mexico,River station,RIO LERMA 62,,,SANTIAGO-LERMA-CHAPALA,,1650,TREND,,Comisi�n Nacional del Agua,20.38389,-102.09684,,,,,,,,,,,
MEX01297,DLMIC1618,Mexico,River station,RIO LERMA 61,,,SANTIAGO-LERMA-CHAPALA,,1572,TREND,,Comisi�n Nacional del Agua,20.36846,-102.17366,,,,,,,,,,,
MEX01298,DLMIC1619,Mexico,River station,RIO LERMA 60,,,SANTIAGO-LERMA-CHAPALA,,1565,TREND,,Comisi�n Nacional del Agua,20.36581,-102.17757,,,,,,,,,,,
MEX01299,DLMIC1620,Mexico,River station,RIO COAHUAYANA SAN VICENTE,,,,,12,TREND,,Comisi�n Nacional del Agua,18.74231,-103.70248,,,,,,,,,,,
MEX01300,DLMIC1621,Mexico,River station,RIO COAHUAYANA 3,,,,,9,TREND,,Comisi�n Nacional del Agua,18.72404,-103.71364,,,,,,,,,,,
MEX01301,DLMIC1622,Mexico,River station,COHUAYAN BRIDGE,,,,,8,TREND,,Comisi�n Nacional del Agua,18.71725,-103.71597,,,,,,,,,,,
MEX01302,DLMIC1623,Mexico,River station,RIO COAHUAYANA 1,,,,,11,TREND,,Comisi�n Nacional del Agua,18.69446,-103.73837,,,,,,,,,,,
MEX01303,DLMIC1627W1,Mexico,Lake station,STERO MEZCALA 2,,,,,7,TREND,,Comisi�n Nacional del Agua,18.65992,-103.7019,,,,,,,,,,,
